9.195130923694780911e-01,8.048690763052207542e-02
9.537312497746462947e-01,4.626875022535357346e-02
9.463887453416812701e-01,5.361125465831866749e-02
9.818750000000000533e-01,1.812499999999999875e-02
4.950014880952380292e-01,5.049985119047619708e-01
8.933755369525917533e-01,1.066244630474081634e-01
9.878912723839515797e-01,1.210872761604863367e-02
7.380416666666667069e-01,2.619583333333332931e-01
7.633557800224467504e-01,2.366442199775532496e-01
1.329166666666666829e-01,8.670833333333334281e-01
1.747916666666666785e-01,8.252083333333333215e-01
9.375811171591105220e-01,6.241888284088936700e-02
9.833162506520843893e-01,1.668374934791555173e-02
9.774186021783952683e-01,2.258139782160476644e-02
8.194594266277940298e-01,1.805405733722060257e-01
7.007999999999999785e-01,2.992000000000000215e-01
9.014201884691914746e-01,9.857981153080849768e-02
9.527556031992030494e-01,4.724439680079697140e-02
5.976625874125874871e-01,4.023374125874124574e-01
8.561545289331792263e-01,1.438454710668207182e-01
9.806737308665719466e-01,1.932626913342819913e-02
8.353553934681808846e-01,1.646446065318191709e-01
9.412429505868594726e-01,5.875704941314038865e-02
9.909366548042704004e-01,9.063345195729537174e-03
8.342919184290029655e-01,1.657080815709969790e-01
4.659583333333333632e-01,5.340416666666666368e-01
9.832109209647744708e-01,1.678907903522565068e-02
9.511208411936202811e-01,4.887915880637969113e-02
9.395658145363406932e-01,6.043418546365914024e-02
8.224144963286583732e-01,1.775855036713416268e-01
8.115433444828533682e-01,1.884566555171466595e-01
2.218437500000000062e-01,7.781562499999999938e-01
8.860389881112484822e-01,1.139610118887513929e-01
9.793680926744737780e-01,2.063190732552636075e-02
9.000922686532303318e-01,9.990773134676951550e-02
9.213081397963713837e-01,7.869186020362843592e-02
9.202083333333334059e-01,7.979166666666666352e-02
9.183867796425865260e-01,8.161322035741364056e-02
5.678684210526315779e-01,4.321315789473683666e-01
8.291256761325219715e-01,1.708743238674780285e-01
8.621225974369838285e-01,1.378774025630161992e-01
6.591610612855006712e-01,3.408389387144991622e-01
9.557241051059730541e-01,4.427589489402690426e-02
7.438778877887787244e-01,2.561221122112211090e-01
9.887473808276584508e-01,1.125261917234154051e-02
9.438506600660067081e-01,5.614933993399339601e-02
8.801622503840245137e-01,1.198377496159754169e-01
9.468463053075248936e-01,5.315369469247517575e-02
9.581595706217999053e-01,4.184042937820019875e-02
9.973944055035488532e-01,2.605594496451247872e-03
8.845104166666665213e-01,1.154895833333333260e-01
9.321765409787258205e-01,6.782345902127437376e-02
9.329166666666666163e-01,6.708333333333332815e-02
8.978750000000000897e-01,1.021250000000000074e-01
8.602027279521675673e-01,1.397972720478325992e-01
9.974894192950489735e-01,2.510580704951056834e-03
7.653733108525409001e-01,2.346266891474591831e-01
6.881249999999999867e-01,3.118750000000000133e-01
8.704166666666665608e-02,9.129583333333333162e-01
9.126911468130899374e-01,8.730885318691003483e-02
9.762128148082411805e-01,2.378718519175863910e-02
9.945149097595042953e-01,5.485090240495644857e-03
5.041666666666667629e-01,4.958333333333332926e-01
9.494818323440796792e-01,5.051816765592027914e-02
8.722981458027275758e-01,1.277018541972724797e-01
7.509673317683881466e-01,2.490326682316118811e-01
7.402494925507936419e-01,2.597505074492062471e-01
8.145176559859125254e-01,1.854823440140876412e-01
9.820730834856769009e-01,1.792691651432297417e-02
9.910359589041096706e-01,8.964041095890410912e-03
4.699696969696969817e-01,5.300303030303029628e-01
9.574043260662548072e-01,4.259567393374528999e-02
8.176036216085270647e-01,1.823963783914728798e-01
8.201983333333333626e-01,1.798016666666666652e-01
